 	X	Value
1	0	238
2	1	238
3	2	238
4	3	238
5	4	238
6	5	238
7	6	238
8	7	238
9	8	238
10	9	239
11	10	239
12	11	239
13	12	239
14	13	239
15	14	240
16	15	240
17	16	240
18	17	241
19	18	241
20	19	242
21	20	242
22	21	242
23	22	243
24	23	243
25	24	245
26	25	247
27	26	248
28	27	250
29	28	251
30	29	252
31	30	253
32	31	254
33	32	105
34	33	12
35	34	0
36	35	0
37	36	0
38	37	0
39	38	0
40	39	0
41	40	0
42	41	0
43	42	0
44	43	0
45	44	0
46	45	0
47	46	0
48	47	0
49	48	0
50	49	0
51	50	0
52	51	0
53	52	0
54	53	0
55	54	0
56	55	0
57	56	0
58	57	0
59	58	0
60	59	0
61	60	0
62	61	0
63	62	0
64	63	0
65	64	0
66	65	0
67	66	0
68	67	0
69	68	0
70	69	0
71	70	0
72	71	0
73	72	0
74	73	0
75	74	0
76	75	0
77	76	0
78	77	0
79	78	0
80	79	0
81	80	0
82	81	0
83	82	0
84	83	0
85	84	0
86	85	0
87	86	0
88	87	0
89	88	0
90	89	0
91	90	0
92	91	0
93	92	0
94	93	0
95	94	0
96	95	0
97	96	0
98	97	0
99	98	0
100	99	0
101	100	0
102	101	0
103	102	0
104	103	0
105	104	0
106	105	0
107	106	0
108	107	0
109	108	0
110	109	0
111	110	0
112	111	0
113	112	0
114	113	0
115	114	0
116	115	0
117	116	0
118	117	0
119	118	0
120	119	0
121	120	0
122	121	0
123	122	0
124	123	0
125	124	0
126	125	0
127	126	0
128	127	0
129	128	0
130	129	0
131	130	0
132	131	0
133	132	0
134	133	0
135	134	0
136	135	0
137	136	0
138	137	0
139	138	0
140	139	0
141	140	8
142	141	18
143	142	0
144	143	0
145	144	0
146	145	0
147	146	13
148	147	37
149	148	2
150	149	16
151	150	20
152	151	0
153	152	0
154	153	0
155	154	0
156	155	0
157	156	0
158	157	0
159	158	7
160	159	56
161	160	119
162	161	163
163	162	218
164	163	224
165	164	156
166	165	74
167	166	115
168	167	184
169	168	113
170	169	0
171	170	3
172	171	38
173	172	145
174	173	125
175	174	30
176	175	0
177	176	25
178	177	167
179	178	221
180	179	254
181	180	246
182	181	197
183	182	103
184	183	131
185	184	211
186	185	237
187	186	234
188	187	247
189	188	247
190	189	244
191	190	241
192	191	241
193	192	217
194	193	185
195	194	65
196	195	39
197	196	57
198	197	101
199	198	154
200	199	238
201	200	255
202	201	251
203	202	194
204	203	163
205	204	141
206	205	65
207	206	24
208	207	32
209	208	31
210	209	0
211	210	0
212	211	22
213	212	108
214	213	213
215	214	184
216	215	104
217	216	0
218	217	0
219	218	22
220	219	80
221	220	168
222	221	189
223	222	213
224	223	251
225	224	255
226	225	255
227	226	188
228	227	31
229	228	1
230	229	0
231	230	0
232	231	0
233	232	0
234	233	0
235	234	0
236	235	0
237	236	0
238	237	0
239	238	0
240	239	5
241	240	131
242	241	213
243	242	233
244	243	210
245	244	121
246	245	11
247	246	48
248	247	155
249	248	226
250	249	218
251	250	168
252	251	26
253	252	39
254	253	108
255	254	169
256	255	169
257	256	205
258	257	248
259	258	255
260	259	255
261	260	255
262	261	255
263	262	255
264	263	225
265	264	139
266	265	103
267	266	150
268	267	144
269	268	107
270	269	96
271	270	92
272	271	133
273	272	188
274	273	217
275	274	215
276	275	169
277	276	184
278	277	241
279	278	255
280	279	255
281	280	255
282	281	88
283	282	14
284	283	2
285	284	0
286	285	0
287	286	0
288	287	0
289	288	0
290	289	0
291	290	54
292	291	158
293	292	206
294	293	132
295	294	31
296	295	0
297	296	1
298	297	2
299	298	0
300	299	0
301	300	0
302	301	33
303	302	146
304	303	221
305	304	244
306	305	253
307	306	255
308	307	255
309	308	255
310	309	255
311	310	254
312	311	254
313	312	255
314	313	255
315	314	255
316	315	241
317	316	225
318	317	210
319	318	214
320	319	105
321	320	14
322	321	0
323	322	7
324	323	50
325	324	90
326	325	93
327	326	113
328	327	157
329	328	170
330	329	144
331	330	165
332	331	228
333	332	255
334	333	255
335	334	255
336	335	255
337	336	255
338	337	255
339	338	255
340	339	255
341	340	255
342	341	255
343	342	255
344	343	255
345	344	192
346	345	69
347	346	3
348	347	0
349	348	0
350	349	0
351	350	0
352	351	0
353	352	0
354	353	0
355	354	0
356	355	0
357	356	0
358	357	0
359	358	0
360	359	0
361	360	0
362	361	0
363	362	31
364	363	137
365	364	234
366	365	220
367	366	143
368	367	81
369	368	106
370	369	185
371	370	235
372	371	248
373	372	225
374	373	181
375	374	143
376	375	118
377	376	95
378	377	55
379	378	8
380	379	34
381	380	124
382	381	198
383	382	214
384	383	205
385	384	205
386	385	236
387	386	251
388	387	254
389	388	254
390	389	254
391	390	254
392	391	254
393	392	254
394	393	252
395	394	250
396	395	253
397	396	253
398	397	253
399	398	252
400	399	252
401	400	252
402	401	252
403	402	251
404	403	241
405	404	200
406	405	144
407	406	183
408	407	251
409	408	250
410	409	245
411	410	243
412	411	251
413	412	251
414	413	251
415	414	248
416	415	213
417	416	122
418	417	81
419	418	98
420	419	127
421	420	169
422	421	157
423	422	48
424	423	46
425	424	49
426	425	58
427	426	71
428	427	73
429	428	85
430	429	115
431	430	125
432	431	136
433	432	146
434	433	134
435	434	135
436	435	170
437	436	175
438	0	238
439	1	238
440	2	238
441	3	238
442	4	238
443	5	238
444	6	238
445	7	238
446	8	238
447	9	239
448	10	239
449	11	239
450	12	239
451	13	239
452	14	240
453	15	240
454	16	240
455	17	241
456	18	241
457	19	242
458	20	242
459	21	242
460	22	243
461	23	243
462	24	245
463	25	246
464	26	248
465	27	250
466	28	251
467	29	251
468	30	253
469	31	253
470	32	169
471	33	0
472	34	0
473	35	0
474	36	0
475	37	0
476	38	0
477	39	0
478	40	0
479	41	0
480	42	0
481	43	0
482	44	0
483	45	0
484	46	0
485	47	0
486	48	0
487	49	0
488	50	0
489	51	0
490	52	0
491	53	0
492	54	0
493	55	0
494	56	0
495	57	0
496	58	0
497	59	0
498	60	0
499	61	0
500	62	0
501	63	0
502	64	0
503	65	0
504	66	0
505	67	0
506	68	0
507	69	0
508	70	0
509	71	0
510	72	0
511	73	0
512	74	0
513	75	0
514	76	0
515	77	0
516	78	0
517	79	0
518	80	0
519	81	0
520	82	0
521	83	0
522	84	0
523	85	0
524	86	0
525	87	0
526	88	0
527	89	0
528	90	0
529	91	0
530	92	0
531	93	0
532	94	0
533	95	0
534	96	0
535	97	0
536	98	0
537	99	0
538	100	0
539	101	0
540	102	0
541	103	0
542	104	0
543	105	0
544	106	0
545	107	0
546	108	0
547	109	0
548	110	0
549	111	0
550	112	0
551	113	0
552	114	0
553	115	0
554	116	0
555	117	0
556	118	0
557	119	0
558	120	0
559	121	0
560	122	0
561	123	0
562	124	0
563	125	0
564	126	0
565	127	0
566	128	0
567	129	0
568	130	0
569	131	0
570	132	0
571	133	0
572	134	0
573	135	0
574	136	0
575	137	0
576	138	0
577	139	0
578	140	0
579	141	0
580	142	0
581	143	0
582	144	0
583	145	0
584	146	0
585	147	0
586	148	0
587	149	4
588	150	0
589	151	0
590	152	0
591	153	0
592	154	0
593	155	0
594	156	21
595	157	91
596	158	140
597	159	147
598	160	133
599	161	66
600	162	0
601	163	0
602	164	0
603	165	0
604	166	0
605	167	6
606	168	41
607	169	101
608	170	116
609	171	143
610	172	156
611	173	142
612	174	136
613	175	178
614	176	161
615	177	19
616	178	1
617	179	3
618	180	23
619	181	17
620	182	0
621	183	0
622	184	13
623	185	58
624	186	138
625	187	188
626	188	229
627	189	239
628	190	254
629	191	255
630	192	255
631	193	233
632	194	184
633	195	130
634	196	53
635	197	30
636	198	154
637	199	196
638	200	229
639	201	242
640	202	226
641	203	209
642	204	143
643	205	42
644	206	2
645	207	14
646	208	96
647	209	158
648	210	192
649	211	204
650	212	193
651	213	220
652	214	248
653	215	253
654	216	255
655	217	255
656	218	255
657	219	255
658	220	253
659	221	252
660	222	243
661	223	225
662	224	219
663	225	211
664	226	211
665	227	229
666	228	237
667	229	187
668	230	75
669	231	80
670	232	211
