 	X	Value
1	0	238
2	1	238
3	2	238
4	3	238
5	4	238
6	5	238
7	6	238
8	7	238
9	8	238
10	9	239
11	10	239
12	11	239
13	12	239
14	13	240
15	14	240
16	15	240
17	16	241
18	17	241
19	18	241
20	19	242
21	20	242
22	21	243
23	22	243
24	23	244
25	24	246
26	25	248
27	26	250
28	27	251
29	28	252
30	29	252
31	30	253
32	31	254
33	32	145
34	33	20
35	34	0
36	35	0
37	36	0
38	37	0
39	38	0
40	39	0
41	40	0
42	41	0
43	42	0
44	43	0
45	44	0
46	45	0
47	46	0
48	47	0
49	48	0
50	49	0
51	50	0
52	51	0
53	52	0
54	53	0
55	54	0
56	55	0
57	56	0
58	57	0
59	58	0
60	59	0
61	60	0
62	61	0
63	62	0
64	63	0
65	64	0
66	65	0
67	66	0
68	67	0
69	68	0
70	69	0
71	70	0
72	71	0
73	72	0
74	73	0
75	74	0
76	75	0
77	76	0
78	77	0
79	78	0
80	79	0
81	80	0
82	81	0
83	82	0
84	83	0
85	84	0
86	85	0
87	86	0
88	87	0
89	88	0
90	89	0
91	90	0
92	91	0
93	92	0
94	93	0
95	94	0
96	95	0
97	96	0
98	97	0
99	98	0
100	99	0
101	100	0
102	101	0
103	102	0
104	103	0
105	104	0
106	105	0
107	106	0
108	107	0
109	108	0
110	109	0
111	110	0
112	111	0
113	112	0
114	113	0
115	114	0
116	115	0
117	116	0
118	117	0
119	118	0
120	119	0
121	120	0
122	121	0
123	122	0
124	123	0
125	124	0
126	125	0
127	126	0
128	127	0
129	128	0
130	129	0
131	130	0
132	131	0
133	132	0
134	133	0
135	134	0
136	135	0
137	136	0
138	137	0
139	138	0
140	139	0
141	140	0
142	141	0
143	142	0
144	143	0
145	144	0
146	145	0
147	146	0
148	147	0
149	148	0
150	149	0
151	150	0
152	151	0
153	152	0
154	153	0
155	154	0
156	155	0
157	156	0
158	157	0
159	158	10
160	159	56
161	160	39
162	161	0
163	162	0
164	163	5
165	164	31
166	165	0
167	166	0
168	167	6
169	168	53
170	169	124
171	170	176
172	171	155
173	172	111
174	173	75
175	174	80
176	175	34
177	176	0
178	177	4
179	178	21
180	179	10
181	180	3
182	181	1
183	182	0
184	183	0
185	184	0
186	185	0
187	186	0
188	187	8
189	188	72
190	189	38
191	190	9
192	191	103
193	192	180
194	193	255
195	194	255
196	195	255
197	196	254
198	197	242
199	198	222
200	199	210
201	200	143
202	201	60
203	202	90
204	203	168
205	204	223
206	205	253
207	206	232
208	207	120
209	208	38
210	209	0
211	210	0
212	211	0
213	212	0
214	213	2
215	214	5
216	215	1
217	216	0
218	217	0
219	218	22
220	219	152
221	220	227
222	221	251
223	222	255
224	223	255
225	224	255
226	225	255
227	226	238
228	227	228
229	228	59
230	229	1
231	230	0
232	231	6
233	232	49
234	233	43
235	234	1
236	235	0
237	236	0
238	237	4
239	238	9
240	239	0
241	240	0
242	241	0
243	242	0
244	243	30
245	244	23
246	245	1
247	246	0
248	247	73
249	248	208
250	249	232
251	250	198
252	251	193
253	252	224
254	253	159
255	254	152
256	255	168
257	256	168
258	257	130
259	258	65
260	259	107
261	260	233
262	261	254
263	262	255
264	263	116
265	264	10
266	265	0
267	266	0
268	267	0
269	268	0
270	269	0
271	270	0
272	271	0
273	272	0
274	273	0
275	274	0
276	275	150
277	276	215
278	277	251
279	278	219
280	279	193
281	280	185
282	281	144
283	282	21
284	283	0
285	284	0
286	285	3
287	286	16
288	287	18
289	288	4
290	289	0
291	290	17
292	291	87
293	292	148
294	293	185
295	294	182
296	295	157
297	296	31
298	297	6
299	298	72
300	299	174
301	300	232
302	301	252
303	302	255
304	303	255
305	304	255
306	305	255
307	306	255
308	307	236
309	308	106
310	309	54
311	310	87
312	311	101
313	312	45
314	313	6
315	314	0
316	315	0
317	316	2
318	317	79
319	318	187
320	319	237
321	320	243
322	321	250
323	322	255
324	323	255
325	324	255
326	325	243
327	326	249
328	327	254
329	328	255
330	329	255
331	330	255
332	331	255
333	332	255
334	333	255
335	334	255
336	335	255
337	336	255
338	337	230
339	338	211
340	339	143
341	340	36
342	341	0
343	342	88
344	343	199
345	344	247
346	345	255
347	346	255
348	347	255
349	348	255
350	349	255
351	350	238
352	351	109
353	352	42
354	353	112
355	354	186
356	355	200
357	356	199
358	357	237
359	358	255
360	359	255
361	360	255
362	361	255
363	362	255
364	363	237
365	364	179
366	365	126
367	366	188
368	367	235
369	368	246
370	369	246
371	370	244
372	371	251
373	372	254
374	373	254
375	374	254
376	375	254
377	376	254
378	377	254
379	378	254
380	379	254
381	380	254
382	381	255
383	382	250
384	383	188
385	384	139
386	385	137
387	386	124
388	387	95
389	388	128
390	389	204
391	390	244
392	391	252
393	392	251
394	393	251
395	394	250
396	395	250
397	396	249
398	397	249
399	398	249
400	399	248
401	400	248
402	401	247
403	402	236
404	403	213
405	404	191
406	405	186
407	406	178
408	407	196
409	408	237
410	409	247
411	410	243
412	411	234
413	412	217
414	413	220
415	414	239
416	415	247
417	416	247
418	417	247
419	418	247
420	419	247
421	420	247
422	421	247
423	422	247
424	423	225
425	424	170
426	425	142
427	426	131
428	427	124
429	428	122
430	429	123
431	430	132
432	431	130
433	432	132
434	433	148
435	434	159
436	435	150
437	0	238
438	1	238
439	2	238
440	3	238
441	4	238
442	5	238
443	6	238
444	7	238
445	8	238
446	9	239
447	10	239
448	11	239
449	12	239
450	13	239
451	14	240
452	15	240
453	16	240
454	17	241
455	18	241
456	19	241
457	20	242
458	21	242
459	22	243
460	23	244
461	24	245
462	25	247
463	26	249
464	27	250
465	28	251
466	29	252
467	30	253
468	31	254
469	32	215
470	33	0
471	34	0
472	35	0
473	36	0
474	37	0
475	38	0
476	39	0
477	40	0
478	41	0
479	42	0
480	43	0
481	44	0
482	45	0
483	46	0
484	47	0
485	48	0
486	49	0
487	50	0
488	51	0
489	52	0
490	53	0
491	54	0
492	55	0
493	56	0
494	57	0
495	58	0
496	59	0
497	60	0
498	61	0
499	62	0
500	63	0
501	64	0
502	65	0
503	66	0
504	67	0
505	68	0
506	69	0
507	70	0
508	71	0
509	72	0
510	73	0
511	74	0
512	75	0
513	76	0
514	77	0
515	78	0
516	79	0
517	80	0
518	81	0
519	82	0
520	83	0
521	84	0
522	85	0
523	86	0
524	87	0
525	88	0
526	89	0
527	90	0
528	91	0
529	92	0
530	93	0
531	94	0
532	95	0
533	96	0
534	97	0
535	98	0
536	99	0
537	100	0
538	101	0
539	102	0
540	103	0
541	104	0
542	105	0
543	106	0
544	107	0
545	108	0
546	109	0
547	110	0
548	111	0
549	112	0
550	113	0
551	114	0
552	115	0
553	116	0
554	117	0
555	118	0
556	119	0
557	120	0
558	121	0
559	122	0
560	123	0
561	124	0
562	125	0
563	126	0
564	127	0
565	128	0
566	129	0
567	130	0
568	131	0
569	132	0
570	133	0
571	134	0
572	135	0
573	136	0
574	137	0
575	138	0
576	139	0
577	140	0
578	141	0
579	142	0
580	143	0
581	144	0
582	145	0
583	146	0
584	147	0
585	148	0
586	149	0
587	150	0
588	151	0
589	152	0
590	153	0
591	154	0
592	155	0
593	156	0
594	157	0
595	158	0
596	159	0
597	160	0
598	161	0
599	162	0
600	163	6
601	164	29
602	165	42
603	166	26
604	167	39
605	168	0
606	169	0
607	170	0
608	171	0
609	172	0
610	173	0
611	174	0
612	175	0
613	176	2
614	177	29
615	178	78
616	179	7
617	180	0
618	181	0
619	182	0
620	183	0
621	184	0
622	185	0
623	186	0
624	187	0
625	188	0
626	189	104
627	190	115
628	191	76
629	192	81
630	193	154
631	194	190
632	195	247
633	196	255
634	197	214
635	198	71
636	199	9
637	200	0
638	201	0
639	202	9
640	203	70
641	204	164
642	205	237
643	206	254
644	207	247
645	208	213
646	209	195
647	210	229
648	211	253
649	212	254
650	213	254
651	214	242
652	215	239
653	216	250
654	217	254
655	218	250
656	219	241
657	220	235
658	221	241
659	222	240
660	223	227
661	224	169
662	225	89
663	226	113
664	227	203
665	228	249
666	229	247
667	230	229
668	231	137
669	232	23
670	233	0
