 	X	Value
1	0	238
2	1	238
3	2	238
4	3	238
5	4	238
6	5	238
7	6	238
8	7	238
9	8	238
10	9	239
11	10	239
12	11	239
13	12	239
14	13	240
15	14	240
16	15	240
17	16	240
18	17	241
19	18	241
20	19	242
21	20	242
22	21	243
23	22	243
24	23	244
25	24	245
26	25	247
27	26	249
28	27	250
29	28	251
30	29	251
31	30	252
32	31	253
33	32	84
34	33	0
35	34	0
36	35	0
37	36	0
38	37	0
39	38	0
40	39	0
41	40	0
42	41	0
43	42	0
44	43	0
45	44	0
46	45	0
47	46	0
48	47	0
49	48	0
50	49	0
51	50	0
52	51	0
53	52	0
54	53	0
55	54	0
56	55	0
57	56	0
58	57	0
59	58	0
60	59	0
61	60	0
62	61	0
63	62	0
64	63	0
65	64	0
66	65	0
67	66	0
68	67	0
69	68	0
70	69	0
71	70	0
72	71	0
73	72	0
74	73	0
75	74	0
76	75	0
77	76	0
78	77	0
79	78	0
80	79	0
81	80	0
82	81	0
83	82	0
84	83	0
85	84	0
86	85	0
87	86	0
88	87	0
89	88	0
90	89	0
91	90	0
92	91	0
93	92	0
94	93	0
95	94	0
96	95	0
97	96	0
98	97	0
99	98	0
100	99	0
101	100	0
102	101	0
103	102	0
104	103	0
105	104	0
106	105	0
107	106	0
108	107	0
109	108	0
110	109	0
111	110	0
112	111	0
113	112	0
114	113	0
115	114	0
116	115	0
117	116	0
118	117	0
119	118	0
120	119	0
121	120	0
122	121	0
123	122	0
124	123	0
125	124	0
126	125	0
127	126	0
128	127	0
129	128	0
130	129	0
131	130	0
132	131	0
133	132	0
134	133	0
135	134	0
136	135	0
137	136	0
138	137	0
139	138	0
140	139	0
141	140	0
142	141	0
143	142	0
144	143	0
145	144	0
146	145	0
147	146	0
148	147	0
149	148	2
150	149	3
151	150	0
152	151	9
153	152	45
154	153	76
155	154	65
156	155	67
157	156	119
158	157	145
159	158	128
160	159	43
161	160	10
162	161	64
163	162	143
164	163	165
165	164	145
166	165	146
167	166	148
168	167	111
169	168	130
170	169	145
171	170	54
172	171	0
173	172	0
174	173	0
175	174	0
176	175	1
177	176	5
178	177	24
179	178	75
180	179	88
181	180	63
182	181	45
183	182	115
184	183	223
185	184	229
186	185	190
187	186	142
188	187	77
189	188	121
190	189	249
191	190	255
192	191	253
193	192	219
194	193	76
195	194	0
196	195	0
197	196	0
198	197	7
199	198	65
200	199	34
201	200	3
202	201	41
203	202	157
204	203	206
205	204	217
206	205	249
207	206	255
208	207	255
209	208	255
210	209	255
211	210	255
212	211	255
213	212	255
214	213	243
215	214	67
216	215	0
217	216	0
218	217	0
219	218	0
220	219	5
221	220	31
222	221	51
223	222	46
224	223	70
225	224	102
226	225	64
227	226	0
228	227	0
229	228	0
230	229	0
231	230	13
232	231	0
233	232	0
234	233	0
235	234	0
236	235	0
237	236	0
238	237	0
239	238	0
240	239	98
241	240	205
242	241	236
243	242	208
244	243	53
245	244	2
246	245	0
247	246	0
248	247	5
249	248	70
250	249	75
251	250	188
252	251	196
253	252	198
254	253	93
255	254	11
256	255	110
257	256	218
258	257	253
259	258	255
260	259	255
261	260	254
262	261	241
263	262	93
264	263	22
265	264	1
266	265	15
267	266	2
268	267	0
269	268	0
270	269	0
271	270	0
272	271	0
273	272	0
274	273	0
275	274	0
276	275	11
277	276	37
278	277	93
279	278	170
280	279	245
281	280	255
282	281	255
283	282	248
284	283	133
285	284	24
286	285	1
287	286	0
288	287	0
289	288	0
290	289	0
291	290	0
292	291	0
293	292	0
294	293	0
295	294	0
296	295	0
297	296	0
298	297	0
299	298	0
300	299	0
301	300	0
302	301	43
303	302	146
304	303	169
305	304	126
306	305	48
307	306	7
308	307	0
309	308	0
310	309	0
311	310	0
312	311	0
313	312	2
314	313	120
315	314	225
316	315	226
317	316	207
318	317	240
319	318	255
320	319	255
321	320	251
322	321	161
323	322	140
324	323	221
325	324	255
326	325	255
327	326	255
328	327	255
329	328	214
330	329	110
331	330	54
332	331	118
333	332	193
334	333	163
335	334	64
336	335	9
337	336	0
338	337	39
339	338	92
340	339	121
341	340	119
342	341	88
343	342	28
344	343	0
345	344	0
346	345	0
347	346	0
348	347	0
349	348	0
350	349	0
351	350	0
352	351	0
353	352	21
354	353	123
355	354	225
356	355	255
357	356	190
358	357	128
359	358	175
360	359	236
361	360	244
362	361	125
363	362	16
364	363	0
365	364	0
366	365	0
367	366	0
368	367	0
369	368	68
370	369	193
371	370	245
372	371	176
373	372	135
374	373	180
375	374	168
376	375	80
377	376	27
378	377	21
379	378	8
380	379	0
381	380	12
382	381	80
383	382	165
384	383	175
385	384	183
386	385	234
387	386	255
388	387	165
389	388	49
390	389	31
391	390	29
392	391	19
393	392	48
394	393	103
395	394	139
396	395	112
397	396	42
398	397	1
399	398	60
400	399	186
401	400	255
402	401	255
403	402	255
404	403	250
405	404	151
406	405	28
407	406	21
408	407	17
409	408	66
410	409	147
411	410	186
412	411	168
413	412	176
414	413	173
415	414	121
416	415	72
417	416	82
418	417	117
419	418	134
420	419	122
421	420	124
422	421	150
423	422	103
424	423	76
425	424	99
426	425	138
427	426	144
428	427	129
429	428	164
430	429	164
431	430	164
432	431	164
433	432	163
434	433	130
435	434	65
436	435	96
437	436	153
438	0	238
439	1	238
440	2	238
441	3	238
442	4	238
443	5	238
444	6	238
445	7	238
446	8	239
447	9	239
448	10	239
449	11	239
450	12	239
451	13	240
452	14	240
453	15	240
454	16	240
455	17	241
456	18	241
457	19	241
458	20	242
459	21	242
460	22	243
461	23	243
462	24	245
463	25	247
464	26	248
465	27	249
466	28	250
467	29	251
468	30	252
469	31	253
470	32	176
471	33	1
472	34	0
473	35	0
474	36	0
475	37	0
476	38	0
477	39	0
478	40	0
479	41	0
480	42	0
481	43	0
482	44	0
483	45	0
484	46	0
485	47	0
486	48	0
487	49	0
488	50	0
489	51	0
490	52	0
491	53	0
492	54	0
493	55	0
494	56	0
495	57	0
496	58	0
497	59	0
498	60	0
499	61	0
500	62	0
501	63	0
502	64	0
503	65	0
504	66	0
505	67	0
506	68	0
507	69	0
508	70	0
509	71	0
510	72	0
511	73	0
512	74	0
513	75	0
514	76	0
515	77	0
516	78	0
517	79	0
518	80	0
519	81	0
520	82	0
521	83	0
522	84	0
523	85	0
524	86	0
525	87	0
526	88	0
527	89	0
528	90	0
529	91	0
530	92	0
531	93	0
532	94	0
533	95	0
534	96	0
535	97	0
536	98	0
537	99	0
538	100	0
539	101	0
540	102	0
541	103	0
542	104	0
543	105	0
544	106	0
545	107	0
546	108	0
547	109	0
548	110	0
549	111	0
550	112	0
551	113	0
552	114	0
553	115	0
554	116	0
555	117	0
556	118	0
557	119	0
558	120	0
559	121	0
560	122	0
561	123	0
562	124	0
563	125	0
564	126	0
565	127	0
566	128	0
567	129	0
568	130	0
569	131	0
570	132	0
571	133	0
572	134	0
573	135	0
574	136	0
575	137	0
576	138	0
577	139	0
578	140	0
579	141	0
580	142	0
581	143	0
582	144	0
583	145	0
584	146	0
585	147	0
586	148	8
587	149	44
588	150	45
589	151	46
590	152	96
591	153	87
592	154	66
593	155	104
594	156	136
595	157	71
596	158	0
597	159	1
598	160	0
599	161	0
600	162	0
601	163	0
602	164	0
603	165	0
604	166	10
605	167	62
606	168	125
607	169	109
608	170	86
609	171	75
610	172	38
611	173	77
612	174	114
613	175	39
614	176	0
615	177	0
616	178	3
617	179	38
618	180	132
619	181	151
620	182	0
621	183	0
622	184	0
623	185	0
624	186	0
625	187	0
626	188	29
627	189	113
628	190	82
629	191	18
630	192	1
631	193	1
632	194	2
633	195	7
634	196	1
635	197	14
636	198	131
637	199	239
638	200	203
639	201	37
640	202	0
641	203	31
642	204	202
643	205	253
644	206	248
645	207	179
646	208	128
647	209	55
648	210	23
649	211	143
650	212	239
651	213	255
652	214	255
653	215	255
654	216	254
655	217	209
656	218	197
657	219	234
658	220	255
659	221	255
660	222	255
661	223	208
662	224	91
663	225	11
664	226	0
665	227	0
666	228	0
667	229	6
668	230	80
669	231	212
670	232	251
